,geo_code,geo_label,nearest_main_bua,nearest_sub_bua
29981,E01002456,Hillingdon 017C,31.0,31.0
29982,E01002457,Hillingdon 019E,29.0,29.0
29983,E01002454,Hillingdon 014E,36.0,36.0
29984,E01002455,Hillingdon 019D,26.0,26.0
29985,E01002452,Hillingdon 014C,28.0,28.0
29986,E01002453,Hillingdon 014D,35.0,35.0
29987,E01004456,Waltham Forest 006E,69.0,26.0
29988,E01002450,Hillingdon 014A,33.0,33.0
29989,E01004457,Waltham Forest 012B,59.0,16.0
29990,E01002451,Hillingdon 014B,30.0,30.0
29991,E01004454,Waltham Forest 006C,73.0,29.0
29992,E01004455,Waltham Forest 006D,71.0,26.0
29993,E01004452,Waltham Forest 005E,72.0,31.0
29994,E01004453,Waltham Forest 006B,66.0,28.0
29995,E01004450,Waltham Forest 006A,71.0,34.0
29996,E01004451,Waltham Forest 005D,77.0,34.0
29997,E01002458,Hillingdon 011A,32.0,32.0
29998,E01002459,Hillingdon 011B,34.0,34.0
29999,E01004458,Waltham Forest 012C,55.0,16.0
30000,E01004459,Waltham Forest 012D,61.0,23.0
30001,E01032787,Tower Hamlets 011F,65.0,21.0
30002,E01032786,Tower Hamlets 010F,66.0,21.0
30003,E01032785,Tower Hamlets 010E,67.0,22.0
30004,E01032784,Tower Hamlets 004G,68.0,28.0
30005,E01032783,Tower Hamlets 031G,72.0,33.0
30006,E01032782,Tower Hamlets 033D,65.0,27.0
30007,E01032780,Tower Hamlets 028I,66.0,29.0
30008,E01032789,Hammersmith and Fulham 023E,65.0,22.0
30009,E01032788,Hammersmith and Fulham 023D,68.0,19.0
30010,E01003876,Richmond upon Thames 008B,69.0,0.0
30011,E01003877,Richmond upon Thames 008C,73.0,9.0
30012,E01003874,Richmond upon Thames 006B,71.0,11.0
30013,E01003875,Richmond upon Thames 006C,75.0,15.0
30014,E01003872,Richmond upon Thames 007D,78.0,16.0
30015,E01003873,Richmond upon Thames 006A,68.0,7.0
30016,E01003870,Richmond upon Thames 011C,74.0,22.0
30017,E01003871,Richmond upon Thames 007C,83.0,18.0
30018,E01003878,Richmond upon Thames 006D,78.0,16.0
30019,E01003879,Richmond upon Thames 008D,75.0,11.0
30020,E01001816,Hackney 020D,67.0,14.0
30021,E01001897,Hammersmith and Fulham 009C,59.0,4.0
30022,E01001896,Hammersmith and Fulham 009B,56.0,7.0
30023,E01001814,Hackney 001C,52.0,21.0
30024,E01001895,Hammersmith and Fulham 009A,59.0,8.0
30025,E01001815,Hackney 024D,69.0,13.0
30026,E01001894,Hammersmith and Fulham 013B,62.0,10.0
30027,E01001812,Hackney 003E,54.0,24.0
30028,E01001893,Hammersmith and Fulham 013A,60.0,12.0
30029,E01001813,Hackney 002E,43.0,13.0
30030,E01001892,Hammersmith and Fulham 016D,61.0,18.0
30031,E01001891,Hammersmith and Fulham 018B,67.0,19.0
30032,E01001811,Hackney 002D,52.0,23.0
30033,E01001890,Hammersmith and Fulham 016C,64.0,20.0
30034,E01001899,Hammersmith and Fulham 013D,59.0,9.0
30035,E01001819,Hackney 020E,64.0,17.0
30036,E01001898,Hammersmith and Fulham 013C,59.0,0.0
30037,E01000756,Bromley 033D,94.0,42.0
30038,E01000757,Bromley 031D,89.0,46.0
30039,E01000754,Bromley 031B,85.0,46.0
30040,E01000755,Bromley 031C,80.0,41.0
30041,E01000752,Bromley 036D,96.0,41.0
30042,E01003590,Newham 003D,59.0,18.0
30043,E01003518,Newham 032D,80.0,30.0
30044,E01003599,Newham 022C,70.0,23.0
30045,E01003519,Newham 032E,77.0,31.0
30046,E01003598,Newham 021A,68.0,33.0
30047,E01002946,Kingston upon Thames 019C,73.0,42.0
30048,E01002947,Kingston upon Thames 019D,69.0,38.0
30049,E01002944,Kingston upon Thames 019A,71.0,40.0
30050,E01002945,Kingston upon Thames 019B,68.0,37.0
30051,E01002942,Kingston upon Thames 018C,63.0,34.0
30052,E01002943,Kingston upon Thames 020B,67.0,38.0
30053,E01002940,Kingston upon Thames 020A,63.0,33.0
30054,E01002941,Kingston upon Thames 018B,63.0,34.0
30055,E01002948,Kingston upon Thames 020C,70.0,41.0
30056,E01002949,Kingston upon Thames 020D,65.0,35.0
30057,E01003476,Merton 003D,61.0,6.0
30058,E01003477,Merton 003E,64.0,11.0
30059,E01003474,Merton 001C,65.0,13.0
30060,E01003475,Merton 001D,64.0,14.0
30061,E01003472,Merton 001A,64.0,23.0
30062,E01003473,Merton 001B,60.0,18.0
30063,E01003470,Merton 020E,68.0,30.0
30064,E01003471,Merton 016E,63.0,27.0
30065,E01003478,Merton 001E,62.0,21.0
30066,E01003479,Newham 035A,80.0,24.0
30067,E01001416,Enfield 013A,52.0,28.0
30068,E01001497,Enfield 031E,54.0,31.0
30069,E01001417,Enfield 011B,63.0,41.0
30070,E01001496,Enfield 026D,53.0,28.0
30071,E01001414,Enfield 004E,62.0,20.0
30072,E01001495,Enfield 029A,51.0,24.0
30073,E01001415,Enfield 011A,53.0,29.0
30074,E01001494,Enfield 026C,54.0,31.0
30075,E01001412,Enfield 004C,,
30076,E01001493,Enfield 026B,59.0,23.0
30077,E01001413,Enfield 004D,72.0,24.0
30078,E01001492,Enfield 025E,68.0,31.0
30079,E01001410,Enfield 005C,79.0,31.0
30080,E01001491,Enfield 023E,64.0,28.0
30081,E01001411,Enfield 004B,66.0,16.0
30082,E01001418,Enfield 011C,52.0,28.0
30083,E01001499,Enfield 031F,46.0,24.0
30084,E01001419,Enfield 020A,48.0,24.0
30085,E01001498,Enfield 029B,47.0,23.0
30086,E01032834,Southwark 003K,62.0,5.0
30087,E01033726,Greenwich 034E,87.0,33.0
30088,E01033727,Greenwich 035B,76.0,34.0
30089,E01033724,Hillingdon 016F,18.0,18.0
30090,E01033725,Hillingdon 015F,14.0,14.0
30091,E01033728,Greenwich 035C,79.0,37.0
30092,E01033729,Greenwich 030E,97.0,42.0
30093,E01000846,Camden 014C,54.0,18.0
30094,E01000847,Camden 014D,55.0,22.0
30095,E01000844,Camden 011B,54.0,24.0
30096,E01000845,Camden 014B,52.0,16.0
30097,E01000842,Camden 011A,55.0,22.0
30098,E01000843,Camden 014A,51.0,15.0
30099,E01000840,Bromley 030G,88.0,38.0
30100,E01000841,Bromley 030H,85.0,40.0
30101,E01000848,Camden 011C,50.0,20.0
30102,E01000849,Camden 011D,50.0,16.0
30103,E01002836,Kensington and Chelsea 016D,53.0,17.0
30104,E01002837,Kensington and Chelsea 016E,57.0,21.0
30105,E01002834,Kensington and Chelsea 013B,54.0,18.0
30106,E01002835,Kensington and Chelsea 016C,52.0,16.0
30107,E01002832,Kensington and Chelsea 004D,52.0,23.0
30108,E01002833,Kensington and Chelsea 007A,51.0,22.0
30109,E01002830,Kensington and Chelsea 004B,50.0,26.0
30110,E01002831,Kensington and Chelsea 004C,50.0,23.0
30111,E01002838,Kensington and Chelsea 020A,59.0,23.0
30112,E01002839,Kensington and Chelsea 013C,54.0,17.0
30113,E01001776,Hackney 025F,66.0,17.0
30114,E01001777,Hackney 027B,64.0,14.0
30115,E01001774,Hackney 024B,68.0,18.0
30116,E01001775,Hackney 024C,72.0,18.0
30117,E01001772,Hackney 024A,65.0,21.0
30118,E01001773,Hackney 025E,64.0,21.0
30119,E01001770,Hackney 010E,65.0,23.0
30120,E01003726,Redbridge 002D,87.0,40.0
30121,E01001779,Hackney 026A,62.0,22.0
30122,E01003727,Redbridge 003D,90.0,47.0
30123,E01003724,Redbridge 003B,90.0,51.0
30124,E01003725,Redbridge 003C,89.0,47.0
30125,E01003722,Redbridge 002B,90.0,46.0
30126,E01003723,Redbridge 002C,89.0,44.0
30127,E01003720,Redbridge 002A,83.0,40.0
30128,E01003721,Redbridge 003A,82.0,41.0
30129,E01003728,Redbridge 032A,65.0,6.0
30130,E01003729,Redbridge 032B,70.0,7.0
30131,E01033699,Hackney 021G,53.0,18.0
30132,E01033698,Hackney 021F,62.0,20.0
30133,E01001624,Greenwich 025D,93.0,25.0
30134,E01001625,Greenwich 025E,92.0,27.0
30135,E01001623,Greenwich 025C,88.0,34.0
30136,E01001620,Greenwich 025A,94.0,31.0
30137,E01001621,Greenwich 025B,87.0,31.0
30138,E01001629,Greenwich 009A,82.0,14.0
30139,E01003616,Newham 012A,57.0,27.0
30140,E01003697,Redbridge 035H,68.0,27.0
30141,E01003617,Newham 012B,56.0,27.0
30142,E01003696,Redbridge 035G,74.0,25.0
30143,E01003695,Redbridge 035F,69.0,18.0
30144,E01003615,Newham 013C,61.0,30.0
30145,E01003694,Redbridge 035E,70.0,19.0
30146,E01003692,Redbridge 035C,70.0,18.0
30147,E01003691,Redbridge 035B,72.0,22.0
30148,E01003611,Newham 037C,74.0,19.0
30149,E01003690,Redbridge 035A,70.0,21.0
30150,E01003618,Newham 012C,60.0,28.0
30151,E01003699,Redbridge 006B,81.0,40.0
30152,E01003619,Newham 012D,58.0,31.0
30153,E01003698,Redbridge 006A,89.0,42.0
30154,E01000136,Barnet 038B,37.0,37.0
30155,E01000137,Barnet 041A,40.0,40.0
30156,E01000134,Barnet 024F,64.0,44.0
30157,E01000133,Barnet 021C,59.0,42.0
30158,E01000130,Barnet 021A,60.0,45.0
30159,E01000131,Barnet 024E,54.0,46.0
30160,E01000138,Barnet 040A,40.0,39.0
30161,E01000139,Barnet 041B,42.0,37.0
30162,E01002046,Haringey 026C,52.0,20.0
30163,E01002047,Haringey 027C,44.0,18.0
30164,E01002044,Haringey 027B,44.0,16.0
30165,E01002045,Haringey 026B,52.0,23.0
30166,E01002042,Haringey 027A,48.0,19.0
30167,E01002043,Haringey 026A,47.0,18.0
30168,E01004046,Southwark 028E,71.0,32.0
30169,E01002040,Haringey 002D,64.0,31.0
30170,E01004047,Southwark 027B,80.0,26.0
30171,E01002041,Haringey 037C,56.0,23.0
30172,E01004044,Southwark 013E,66.0,18.0
30173,E01004045,Southwark 027A,76.0,33.0
30174,E01004042,Southwark 010D,60.0,20.0
30175,E01004043,Southwark 010E,64.0,19.0
30176,E01004040,Southwark 013C,67.0,24.0
30177,E01004041,Southwark 013D,67.0,25.0
30178,E01002048,Haringey 027D,45.0,15.0
30179,E01002049,Haringey 026D,49.0,20.0
30180,E01004048,Southwark 027C,81.0,31.0
30181,E01004049,Southwark 027D,78.0,32.0
30182,E01000346,Bexley 021A,105.0,32.0
30183,E01000347,Bexley 021B,105.0,33.0
30184,E01000344,Bexley 025B,96.0,42.0
30185,E01000345,Bexley 022D,99.0,40.0
30186,E01000342,Bexley 022B,102.0,41.0
30187,E01000343,Bexley 022C,103.0,36.0
30188,E01000340,Bexley 018A,101.0,40.0
30189,E01000341,Bexley 022A,104.0,38.0
30190,E01000348,Bexley 020A,104.0,30.0
30191,E01002336,Havering 008C,73.0,27.0
30192,E01000349,Bexley 020B,105.0,24.0
30193,E01002337,Havering 012A,62.0,27.0
30194,E01002334,Havering 008B,76.0,33.0
30195,E01002335,Havering 009D,74.0,26.0
30196,E01002332,Havering 009C,77.0,30.0
30197,E01002333,Havering 008A,75.0,29.0
30198,E01004336,Waltham Forest 026A,59.0,23.0
30199,E01002330,Havering 011E,75.0,26.0
30200,E01004337,Waltham Forest 027B,61.0,27.0
30201,E01002331,Havering 005E,78.0,30.0
30202,E01004334,Waltham Forest 024B,59.0,28.0
30203,E01004335,Waltham Forest 027A,64.0,31.0
30204,E01004332,Waltham Forest 028F,63.0,32.0
30205,E01004333,Waltham Forest 024A,57.0,26.0
30206,E01004330,Waltham Forest 028D,64.0,33.0
30207,E01004331,Waltham Forest 028E,64.0,29.0
30208,E01002338,Havering 009E,68.0,20.0
30209,E01002339,Havering 008D,70.0,24.0
30210,E01004338,Waltham Forest 027C,61.0,25.0
30211,E01004339,Waltham Forest 027D,55.0,24.0
30212,E01000236,Barnet 034A,37.0,37.0
30213,E01000237,Barnet 032A,42.0,42.0
30214,E01000234,Barnet 021D,55.0,42.0
30215,E01000235,Barnet 021E,59.0,45.0
30216,E01000232,Barnet 013E,62.0,50.0
30217,E01000233,Barnet 013F,61.0,48.0
30218,E01000230,Barnet 013C,70.0,50.0
30219,E01000231,Barnet 013D,67.0,54.0
30220,E01000238,Barnet 034B,35.0,35.0
30221,E01000239,Barnet 031A,45.0,45.0
30222,E01002546,Hillingdon 023D,45.0,41.0
30223,E01002547,Hillingdon 023E,44.0,36.0
30224,E01002544,Hillingdon 023B,55.0,48.0
30225,E01002545,Hillingdon 023C,51.0,45.0
30226,E01002542,Hillingdon 020D,45.0,39.0
30227,E01002543,Hillingdon 020E,46.0,41.0
30228,E01004546,Wandsworth 027C,70.0,37.0
30229,E01002540,Hillingdon 020C,50.0,45.0
30230,E01004547,Wandsworth 029C,72.0,36.0
30231,E01002541,Hillingdon 023A,53.0,45.0
30232,E01004544,Wandsworth 021E,67.0,36.0
30233,E01004545,Wandsworth 027B,63.0,32.0
30234,E01004542,Wandsworth 021D,68.0,36.0
30235,E01004540,Wandsworth 003B,65.0,27.0
30236,E01004541,Wandsworth 007D,60.0,23.0
30237,E01002548,Hillingdon 025A,32.0,32.0
30238,E01002549,Hillingdon 025B,31.0,31.0
30239,E01004548,Wandsworth 029D,69.0,36.0
30240,E01004549,Wandsworth 027D,72.0,35.0
30241,E01003966,Southwark 015B,68.0,22.0
30242,E01003967,Southwark 016B,67.0,29.0
30243,E01003964,Southwark 015A,68.0,22.0
30244,E01003963,Southwark 016A,65.0,23.0
30245,E01003960,Southwark 012A,64.0,17.0
30246,E01003961,Southwark 012B,67.0,19.0
30247,E01003968,Southwark 015C,73.0,26.0
30248,E01003969,Southwark 017B,65.0,28.0
30249,E01001906,Hammersmith and Fulham 022C,71.0,25.0
30250,E01001987,Haringey 033C,24.0,24.0
30251,E01001907,Hammersmith and Fulham 022D,70.0,25.0
30252,E01001986,Haringey 034A,33.0,27.0
30253,E01001904,Hammersmith and Fulham 022A,72.0,26.0
30254,E01001985,Haringey 033B,31.0,29.0
30255,E01001905,Hammersmith and Fulham 022B,72.0,25.0
30256,E01001984,Haringey 033A,31.0,27.0
30257,E01001902,Hammersmith and Fulham 019C,71.0,26.0
30258,E01001983,Haringey 018D,52.0,23.0
30259,E01001903,Hammersmith and Fulham 019D,67.0,22.0
30260,E01001982,Haringey 018C,55.0,26.0
30261,E01001900,Hammersmith and Fulham 013E,59.0,11.0
30262,E01001981,Haringey 018B,55.0,24.0
30263,E01001901,Hammersmith and Fulham 019B,68.0,27.0
30264,E01001908,Hammersmith and Fulham 015B,60.0,18.0
30265,E01001989,Haringey 033D,27.0,26.0
30266,E01001909,Hammersmith and Fulham 015C,64.0,22.0
30267,E01001988,Haringey 034B,30.0,27.0
30268,E01000446,Bexley 024D,96.0,31.0
30269,E01000447,Bexley 023C,95.0,21.0
30270,E01000444,Bexley 023B,106.0,32.0
30271,E01000445,Bexley 024C,95.0,28.0
30272,E01000442,Bexley 006E,111.0,18.0
30273,E01000443,Bexley 024B,94.0,31.0
30274,E01000440,Bexley 007D,111.0,20.0
30275,E01000441,Bexley 007E,108.0,23.0
30276,E01000448,Bexley 023D,99.0,26.0
30277,E01002436,Hillingdon 004B,43.0,35.0
30278,E01000449,Bexley 023E,97.0,25.0
30279,E01002437,Hillingdon 006E,40.0,30.0
30280,E01002434,Hillingdon 007B,38.0,35.0
30281,E01002435,Hillingdon 007C,33.0,25.0
30282,E01002432,Hillingdon 006D,32.0,24.0
30283,E01002433,Hillingdon 004A,38.0,28.0
30284,E01004436,Waltham Forest 021B,66.0,31.0
30285,E01002430,Hillingdon 007A,39.0,31.0
30286,E01004437,Waltham Forest 021C,61.0,25.0
30287,E01002431,Hillingdon 006C,33.0,24.0
30288,E01004434,Waltham Forest 026E,60.0,23.0
30289,E01004435,Waltham Forest 023E,60.0,20.0
30290,E01004432,Waltham Forest 023D,53.0,18.0
30291,E01004430,Waltham Forest 026D,62.0,23.0
30292,E01002438,Hillingdon 003A,53.0,53.0
30293,E01002439,Hillingdon 003B,37.0,37.0
30294,E01004438,Waltham Forest 024C,63.0,30.0
30295,E01004439,Waltham Forest 021D,62.0,26.0
30296,E01001866,Hammersmith and Fulham 012A,60.0,15.0
30297,E01001867,Hammersmith and Fulham 012B,60.0,12.0
30298,E01001864,Hammersmith and Fulham 006E,64.0,20.0
30299,E01001865,Hammersmith and Fulham 008B,67.0,22.0
30300,E01001862,Hammersmith and Fulham 005A,60.0,14.0
30301,E01001863,Hammersmith and Fulham 006D,63.0,19.0
30302,E01001860,Hammersmith and Fulham 006B,61.0,25.0
30303,E01001861,Hammersmith and Fulham 006C,64.0,21.0
30304,E01001868,Hammersmith and Fulham 012C,61.0,18.0
30305,E01001869,Hammersmith and Fulham 010D,63.0,16.0
30306,E01003856,Richmond upon Thames 003E,75.0,25.0
30307,E01003857,Richmond upon Thames 003F,77.0,28.0
30308,E01003854,Richmond upon Thames 003C,75.0,29.0
30309,E01003855,Richmond upon Thames 003D,70.0,20.0
30310,E01003852,Richmond upon Thames 003A,70.0,26.0
30311,E01003853,Richmond upon Thames 003B,72.0,27.0
30312,E01003851,Richmond upon Thames 002D,82.0,26.0
30313,E01003858,Richmond upon Thames 003G,76.0,26.0
30314,E01003859,Richmond upon Thames 005E,78.0,21.0
30315,E01000736,Bromley 010C,79.0,41.0
30316,E01000737,Bromley 010D,77.0,38.0
30317,E01000734,Bromley 028B,85.0,42.0
30318,E01000735,Bromley 014C,87.0,47.0
30319,E01000732,Bromley 023D,82.0,38.0
30320,E01000733,Bromley 023E,74.0,33.0
30321,E01000730,Bromley 014B,69.0,29.0
30322,E01000731,Bromley 023C,76.0,35.0
30323,E01000738,Bromley 014D,82.0,41.0
30324,E01000739,Bromley 014E,74.0,34.0
30325,E01032646,Southwark 003I,60.0,6.0
30326,E01032640,Southwark 003H,62.0,4.0
30327,E01002646,Hounslow 017B,70.0,19.0
30328,E01002647,Hounslow 021A,75.0,24.0
30329,E01002645,Hounslow 015C,69.0,11.0
30330,E01002642,Hounslow 015A,71.0,12.0
30331,E01002643,Hounslow 015B,74.0,14.0
30332,E01004646,Westminster 002A,55.0,29.0
30333,E01002640,Hounslow 012C,71.0,10.0
30334,E01004647,Westminster 001A,53.0,25.0
30335,E01002641,Hounslow 018A,67.0,9.0
30336,E01004644,Wandsworth 016D,78.0,34.0
30337,E01004645,Wandsworth 016E,76.0,33.0
30338,E01004642,Wandsworth 016B,76.0,32.0
30339,E01004643,Wandsworth 016C,72.0,30.0
30340,E01004640,Wandsworth 011D,69.0,26.0
30341,E01004641,Wandsworth 011E,73.0,30.0
30342,E01002648,Hounslow 018C,68.0,16.0
30343,E01002649,Hounslow 018D,73.0,17.0
30344,E01004648,Westminster 002B,50.0,32.0
30345,E01004649,Westminster 001B,50.0,22.0
30346,E01033100,Wandsworth 002G,58.0,23.0
30347,E01033101,Wandsworth 004F,62.0,12.0
30348,E01001156,Croydon 001C,83.0,38.0
30349,E01001157,Croydon 002B,88.0,41.0
30350,E01001154,Croydon 006E,73.0,28.0
30351,E01001155,Croydon 010E,73.0,30.0
30352,E01001152,Croydon 005D,77.0,34.0
30353,E01001153,Croydon 006D,77.0,34.0
30354,E01001151,Croydon 005C,79.0,36.0
30355,E01001158,Croydon 005E,81.0,37.0
30356,E01003106,Lambeth 003C,60.0,25.0
30357,E01003187,Lambeth 007E,70.0,20.0
30358,E01001159,Croydon 002C,86.0,40.0
30359,E01003186,Lambeth 007D,67.0,17.0
30360,E01003104,Lambeth 004C,61.0,24.0
30361,E01003185,Lambeth 007C,66.0,17.0
30362,E01003105,Lambeth 003B,60.0,26.0
30363,E01003184,Lambeth 007B,67.0,20.0
30364,E01003102,Lambeth 004A,55.0,19.0
30365,E01003183,Lambeth 005E,68.0,21.0
30366,E01003182,Lambeth 009D,75.0,23.0
30367,E01003100,Lambeth 005C,63.0,19.0
30368,E01003181,Lambeth 007A,64.0,18.0
30369,E01003180,Lambeth 005D,71.0,24.0
30370,E01003189,Lewisham 034A,93.0,22.0
30371,E01003108,Lambeth 002B,61.0,27.0
30372,E01003109,Lambeth 003E,56.0,21.0
30373,E01003188,Lambeth 009E,72.0,19.0
30374,E01003066,Lambeth 028B,84.0,29.0
30375,E01003067,Lambeth 033C,90.0,33.0
30376,E01003064,Lambeth 028A,87.0,29.0
30377,E01003065,Lambeth 031A,89.0,31.0
30378,E01003062,Lambeth 033A,86.0,38.0
30379,E01003063,Lambeth 033B,88.0,36.0
30380,E01003060,Lambeth 011E,66.0,14.0
30381,E01003061,Lambeth 011F,64.0,11.0
30382,E01003068,Lambeth 031B,90.0,33.0
30383,E01003069,Lambeth 033D,88.0,35.0
30384,E01001087,Croydon 003C,80.0,38.0
30385,E01001006,Croydon 016A,75.0,22.0
30386,E01001086,Croydon 003B,82.0,38.0
30387,E01001007,Croydon 016B,73.0,20.0
30388,E01001085,Croydon 004A,80.0,38.0
30389,E01001004,Croydon 015A,75.0,30.0
30390,E01001084,Croydon 002A,88.0,39.0
30391,E01001005,Croydon 019A,68.0,22.0
30392,E01001083,Croydon 003A,84.0,37.0
30393,E01001002,Croydon 009F,75.0,30.0
30394,E01001082,Croydon 032E,89.0,46.0
30395,E01001003,Croydon 010C,78.0,32.0
30396,E01001000,Croydon 010B,73.0,31.0
30397,E01001080,Croydon 036C,85.0,43.0
30398,E01001001,Croydon 013A,71.0,27.0
30399,E01001089,Croydon 004C,83.0,39.0
30400,E01001008,Croydon 019B,74.0,21.0
30401,E01001088,Croydon 004B,87.0,43.0
30402,E01001009,Croydon 019C,70.0,23.0
30403,E01001366,Ealing 037A,57.0,33.0
30404,E01001367,Ealing 037B,50.0,26.0
30405,E01001364,Ealing 026E,45.0,32.0
30406,E01001365,Ealing 026F,42.0,27.0
30407,E01001362,Ealing 026C,44.0,21.0
30408,E01001363,Ealing 026D,40.0,32.0
30409,E01001360,Ealing 026B,46.0,23.0
30410,E01001361,Ealing 023E,44.0,21.0
30411,E01001368,Ealing 037C,56.0,32.0
30412,E01001369,Ealing 038D,52.0,28.0
30413,E01003356,Merton 009B,62.0,22.0
30414,E01003357,Merton 012A,67.0,25.0
30415,E01003354,Lewisham 026D,86.0,23.0
30416,E01003355,Merton 009A,64.0,23.0
30417,E01003352,Lewisham 030D,93.0,15.0
30418,E01003353,Lewisham 030E,96.0,23.0
30419,E01003350,Lewisham 030C,94.0,23.0
30420,E01003351,Lewisham 026C,87.0,26.0
30421,E01003358,Merton 009C,61.0,20.0
30422,E01003359,Merton 006A,70.0,26.0
30423,E01033207,Lambeth 004F,60.0,24.0
30424,E01033208,Lambeth 004G,53.0,15.0
30425,E01001257,Ealing 008A,51.0,41.0
30426,E01001254,Ealing 030D,55.0,23.0
30427,E01001255,Ealing 028C,62.0,23.0
30428,E01001252,Ealing 030B,52.0,21.0
30429,E01001253,Ealing 030C,57.0,25.0
30430,E01001250,Ealing 028B,55.0,16.0
30431,E01001251,Ealing 030A,51.0,19.0
30432,E01001258,Ealing 010B,55.0,40.0
30433,E01001259,Ealing 014B,55.0,35.0
30434,E01003206,Lewisham 007E,74.0,27.0
30435,E01003287,Lewisham 016D,78.0,29.0
30436,E01003207,Lewisham 005A,72.0,29.0
30437,E01003204,Lewisham 007C,78.0,30.0
30438,E01003285,Lewisham 016C,78.0,30.0
30439,E01003205,Lewisham 007D,79.0,29.0
30440,E01003284,Lewisham 013C,75.0,30.0
30441,E01003202,Lewisham 009C,80.0,32.0
30442,E01003283,Lewisham 013B,80.0,32.0
30443,E01003203,Lewisham 009D,82.0,30.0
30444,E01003282,Lewisham 013A,79.0,26.0
30445,E01003200,Lewisham 009B,76.0,29.0
30446,E01003281,Lewisham 016B,80.0,26.0
30447,E01003201,Lewisham 007B,71.0,24.0
30448,E01003280,Lewisham 016A,78.0,25.0
30449,E01003209,Lewisham 005B,73.0,31.0
30450,E01003288,Lewisham 012A,79.0,27.0
30451,E01033568,Kingston upon Thames 004F,59.0,11.0
30452,E01033569,Kingston upon Thames 004G,60.0,12.0
30453,E01003566,Newham 014D,70.0,23.0
30454,E01003567,Newham 007D,67.0,22.0
30455,E01003564,Newham 014B,73.0,26.0
30456,E01003565,Newham 014C,71.0,22.0
30457,E01003562,Newham 014A,71.0,28.0
30458,E01003563,Newham 011C,72.0,27.0
30459,E01003560,Newham 011B,69.0,25.0
30460,E01003561,Newham 007C,68.0,23.0
30461,E01003568,Newham 017A,70.0,28.0
30462,E01003569,Newham 017B,69.0,25.0
30463,E01001506,Enfield 014B,77.0,30.0
30464,E01001587,Greenwich 016D,79.0,33.0
30465,E01001507,Enfield 012D,74.0,28.0
30466,E01001586,Greenwich 016C,83.0,29.0
30467,E01001504,Enfield 012B,77.0,29.0
30468,E01001585,Greenwich 016B,80.0,31.0
30469,E01001505,Enfield 012C,71.0,23.0
30470,E01001584,Greenwich 021D,86.0,38.0
30471,E01001502,Enfield 018D,73.0,32.0
30472,E01001583,Greenwich 021C,89.0,28.0
30473,E01001503,Enfield 018E,72.0,29.0
30474,E01001582,Greenwich 021B,84.0,31.0
30475,E01001500,Enfield 035D,45.0,23.0
30476,E01001581,Greenwich 016A,85.0,24.0
30477,E01001501,Enfield 036E,42.0,20.0
30478,E01001580,Greenwich 021A,87.0,29.0
30479,E01001508,Enfield 012E,72.0,28.0
30480,E01001589,Greenwich 012B,83.0,24.0
30481,E01001509,Enfield 014C,76.0,30.0
30482,E01001588,Greenwich 012A,89.0,20.0
30483,E01033456,Brent 027F,63.0,21.0
30484,E01033457,Brent 017G,51.0,14.0
30485,E01033455,Brent 031G,63.0,25.0
30486,E01000976,Croydon 022B,57.0,21.0
30487,E01000977,Croydon 022C,62.0,21.0
30488,E01000974,Camden 013E,52.0,28.0
30489,E01000975,Croydon 022A,53.0,19.0
30490,E01000972,Camden 010D,45.0,22.0
30491,E01000973,Camden 010E,49.0,26.0
30492,E01000970,Camden 010B,46.0,26.0
30493,E01000971,Camden 010C,48.0,29.0
30494,E01000978,Croydon 022D,60.0,19.0
30495,E01000979,Croydon 022E,56.0,16.0
30496,E01002926,Kingston upon Thames 010B,55.0,28.0
30497,E01002927,Kingston upon Thames 008A,65.0,30.0
30498,E01002924,Kingston upon Thames 014E,59.0,30.0
30499,E01002925,Kingston upon Thames 013B,52.0,23.0
30500,E01002922,Kingston upon Thames 010A,52.0,24.0
30501,E01002923,Kingston upon Thames 013A,47.0,21.0
30502,E01002920,Kingston upon Thames 014D,62.0,34.0
30503,E01002921,Kingston upon Thames 011A,46.0,19.0
30504,E01002928,Kingston upon Thames 008B,66.0,24.0
30505,E01002929,Kingston upon Thames 007A,60.0,28.0
30506,E01001466,Enfield 031C,52.0,31.0
30507,E01001467,Enfield 031D,49.0,29.0
30508,E01001464,Enfield 027E,57.0,27.0
30509,E01001465,Enfield 031B,52.0,30.0
30510,E01001462,Enfield 024C,66.0,27.0
30511,E01001463,Enfield 031A,55.0,28.0
30512,E01001460,Enfield 024B,61.0,24.0
30513,E01001461,Enfield 027D,61.0,19.0
30514,E01001468,Enfield 010B,68.0,22.0
30515,E01003456,Merton 003C,58.0,17.0
30516,E01001469,Enfield 008A,62.0,21.0
30517,E01003457,Merton 006C,65.0,18.0
30518,E01003454,Merton 003B,61.0,13.0
30519,E01003455,Merton 005E,72.0,25.0
30520,E01003452,Merton 024E,78.0,22.0
30521,E01003453,Merton 023E,76.0,30.0
30522,E01003450,Merton 024C,81.0,21.0
30523,E01003451,Merton 024D,80.0,25.0
30524,E01003458,Merton 006D,66.0,22.0
30525,E01003459,Merton 006E,70.0,25.0
30526,E01033706,Hackney 027F,62.0,12.0
30527,E01033707,Hackney 021I,61.0,21.0
30528,E01033704,Hackney 023F,64.0,6.0
30529,E01033705,Hackney 028D,68.0,24.0
30530,E01033702,Hackney 028C,69.0,28.0
30531,E01033703,Hackney 010F,64.0,20.0
30532,E01033700,Hackney 021H,56.0,17.0
