,geo_code,geo_label,nearest_main_bua,nearest_sub_bua
27510,E01004730,Westminster 001D,57.0,24.0
27511,E01004731,Westminster 020A,56.0,0.0
27512,E01002738,Islington 009A,48.0,15.0
27513,E01002739,Islington 013A,41.0,16.0
27514,E01004738,Westminster 024D,57.0,16.0
27515,E01004739,Westminster 024E,60.0,20.0
27516,E01000636,Brent 020E,56.0,13.0
27517,E01000637,Brent 022B,58.0,29.0
27518,E01000634,Brent 019E,58.0,11.0
27519,E01000635,Brent 020D,54.0,0.0
27520,E01000632,Brent 029E,54.0,15.0
27521,E01000633,Brent 019D,55.0,9.0
27522,E01000630,Brent 026E,54.0,7.0
27523,E01000631,Brent 019C,57.0,13.0
27524,E01000638,Brent 024A,54.0,25.0
27525,E01000639,Brent 022C,57.0,30.0
27526,E01033153,Waltham Forest 020G,58.0,18.0
27527,E01033150,Enfield 003G,87.0,43.0
27528,E01033151,Enfield 025G,71.0,32.0
27529,E01001166,Croydon 024D,66.0,6.0
27530,E01001167,Croydon 028A,68.0,17.0
27531,E01001164,Croydon 001E,86.0,36.0
27532,E01001165,Croydon 024C,68.0,12.0
27533,E01001162,Croydon 001D,88.0,38.0
27534,E01001163,Croydon 002E,87.0,35.0
27535,E01001160,Croydon 002D,87.0,42.0
27536,E01001161,Croydon 003D,84.0,43.0
27537,E01001168,Croydon 024E,69.0,13.0
27538,E01001169,Croydon 028B,72.0,16.0
27539,E01003156,Lambeth 023B,77.0,29.0
27540,E01003157,Lambeth 023C,76.0,33.0
27541,E01003154,Lambeth 030E,85.0,31.0
27542,E01003155,Lambeth 029E,82.0,26.0
27543,E01003152,Lambeth 027E,82.0,27.0
27544,E01003153,Lambeth 029D,76.0,19.0
27545,E01003150,Lambeth 032F,78.0,27.0
27546,E01003151,Lambeth 026E,79.0,23.0
27547,E01003158,Lambeth 023D,77.0,30.0
27548,E01003159,Lambeth 022C,79.0,19.0
27549,E01033086,Haringey 020F,34.0,21.0
27550,E01033085,Haringey 020E,33.0,17.0
27551,E01033084,Hounslow 018G,69.0,12.0
27552,E01033083,Hounslow 018F,69.0,0.0
27553,E01033082,Hounslow 003G,72.0,28.0
27554,E01033000,Hounslow 025F,75.0,32.0
27555,E01033081,Hounslow 003F,71.0,27.0
27556,E01001056,Croydon 030D,82.0,41.0
27557,E01001057,Croydon 030E,80.0,38.0
27558,E01001054,Croydon 030C,77.0,34.0
27559,E01001055,Croydon 032B,84.0,42.0
27560,E01001052,Croydon 030B,84.0,40.0
27561,E01001050,Croydon 023D,55.0,15.0
27562,E01001051,Croydon 030A,80.0,38.0
27563,E01001058,Croydon 034A,84.0,41.0
27564,E01001059,Croydon 034B,80.0,38.0
27565,E01003006,Kingston upon Thames 001A,71.0,23.0
27566,E01003087,Lambeth 031E,88.0,33.0
27567,E01003007,Kingston upon Thames 001B,71.0,22.0
27568,E01003086,Lambeth 031D,90.0,33.0
27569,E01003085,Lambeth 030C,87.0,32.0
27570,E01003005,Kingston upon Thames 018E,65.0,36.0
27571,E01003084,Lambeth 030B,84.0,28.0
27572,E01003002,Kingston upon Thames 016E,60.0,31.0
27573,E01003083,Lambeth 030A,85.0,28.0
27574,E01003003,Kingston upon Thames 017E,60.0,28.0
27575,E01003082,Lambeth 031C,87.0,30.0
27576,E01003000,Kingston upon Thames 017C,60.0,31.0
27577,E01003081,Lambeth 028C,82.0,27.0
27578,E01003001,Kingston upon Thames 017D,62.0,33.0
27579,E01003080,Lambeth 027B,84.0,26.0
27580,E01003008,Kingston upon Thames 001C,70.0,23.0
27581,E01003089,Lambeth 008A,67.0,27.0
27582,E01003009,Kingston upon Thames 001D,70.0,21.0
27583,E01003088,Lambeth 010A,70.0,21.0
27584,E01003366,Merton 016A,68.0,29.0
27585,E01003367,Merton 005A,74.0,31.0
27586,E01003364,Merton 021C,77.0,38.0
27587,E01003365,Merton 021D,75.0,31.0
27588,E01003362,Merton 021A,75.0,36.0
27589,E01003363,Merton 021B,78.0,35.0
27590,E01003360,Merton 006B,68.0,26.0
27591,E01003361,Merton 015A,72.0,32.0
27592,E01003368,Merton 008A,77.0,37.0
27593,E01003369,Merton 005B,74.0,26.0
27594,E01001306,Ealing 035D,65.0,23.0
27595,E01001387,Ealing 032E,59.0,15.0
27596,E01001307,Ealing 002A,51.0,29.0
27597,E01001386,Ealing 031F,60.0,14.0
27598,E01001304,Ealing 039D,67.0,22.0
27599,E01001385,Ealing 032D,65.0,21.0
27600,E01003757,Redbridge 020D,66.0,23.0
27601,E01003754,Redbridge 020C,72.0,29.0
27602,E01003755,Redbridge 023B,76.0,23.0
27603,E01003752,Redbridge 023A,75.0,27.0
27604,E01003753,Redbridge 020B,75.0,25.0
27605,E01003750,Redbridge 001G,80.0,38.0
27606,E01003751,Redbridge 020A,79.0,34.0
27607,E01003758,Redbridge 023D,69.0,19.0
27608,E01003759,Redbridge 009A,73.0,41.0
27609,E01033606,Westminster 014F,49.0,22.0
27610,E01033607,Westminster 014G,48.0,24.0
27611,E01033604,Westminster 009J,39.0,22.0
27612,E01033605,Westminster 009K,45.0,28.0
27613,E01033602,Westminster 009H,44.0,26.0
27614,E01033603,Westminster 009I,42.0,22.0
27615,E01033600,Westminster 007F,43.0,26.0
27616,E01033601,Westminster 009G,46.0,27.0
27617,E01033608,Westminster 007G,43.0,26.0
27618,E01001656,Greenwich 034A,87.0,39.0
27619,E01001657,Greenwich 034B,84.0,34.0
27620,E01001654,Greenwich 029B,92.0,35.0
27621,E01001655,Greenwich 029C,89.0,41.0
27622,E01001652,Greenwich 019D,91.0,25.0
27623,E01001653,Greenwich 029A,97.0,38.0
27624,E01001650,Greenwich 019B,92.0,24.0
27625,E01001651,Greenwich 019C,95.0,21.0
27626,E01001658,Greenwich 034C,91.0,34.0
27627,E01003606,Newham 022D,73.0,20.0
27628,E01001659,Greenwich 034D,92.0,32.0
27629,E01003607,Newham 026D,68.0,24.0
27630,E01003686,Redbridge 030D,71.0,10.0
27631,E01003604,Newham 031D,77.0,32.0
27632,E01003685,Redbridge 030C,72.0,6.0
27633,E01003605,Newham 028C,74.0,20.0
27634,E01003684,Redbridge 030B,78.0,16.0
27635,E01003602,Newham 026C,70.0,24.0
27636,E01003683,Redbridge 030A,76.0,11.0
27637,E01003603,Newham 028B,76.0,22.0
27638,E01003682,Redbridge 036H,77.0,34.0
27639,E01003600,Newham 021B,66.0,31.0
27640,E01003681,Redbridge 036G,77.0,28.0
27641,E01003601,Newham 028A,71.0,24.0
27642,E01003680,Redbridge 036F,86.0,37.0
27643,E01003608,Newham 028D,74.0,23.0
27644,E01003689,Redbridge 030G,67.0,0.0
27645,E01003609,Newham 037A,74.0,23.0
27646,E01003688,Redbridge 030F,69.0,6.0
27647,E01000126,Barnet 026A,55.0,45.0
27648,E01000127,Barnet 024B,62.0,43.0
27649,E01000124,Barnet 010E,40.0,17.0
27650,E01000125,Barnet 024A,64.0,42.0
27651,E01000123,Barnet 010D,43.0,20.0
27652,E01000120,Barnet 009D,49.0,27.0
27653,E01000121,Barnet 010C,48.0,25.0
27654,E01000128,Barnet 024C,60.0,44.0
27655,E01002116,Harrow 002C,68.0,39.0
27656,E01002197,Harrow 012B,62.0,33.0
27657,E01002117,Harrow 002D,59.0,29.0
27658,E01002196,Harrow 022D,43.0,29.0
27659,E01002114,Harrow 001B,61.0,32.0
27660,E01002195,Harrow 022C,44.0,25.0
27661,E01002115,Harrow 002B,65.0,36.0
27662,E01002194,Harrow 022B,46.0,25.0
27663,E01002112,Harrow 001A,62.0,33.0
27664,E01002193,Harrow 016D,46.0,21.0
27665,E01002113,Harrow 002A,68.0,39.0
27666,E01002192,Harrow 016C,53.0,26.0
27667,E01004116,Sutton 008A,89.0,28.0
27668,E01004197,Tower Hamlets 002A,68.0,17.0
27669,E01002110,Harrow 008D,64.0,35.0
27670,E01002191,Harrow 022A,39.0,24.0
27671,E01004117,Sutton 006A,88.0,38.0
27672,E01004196,Sutton 008F,90.0,30.0
27673,E01002111,Harrow 008E,60.0,30.0
27674,E01002190,Harrow 009D,57.0,33.0
27675,E01004114,Sutton 025D,110.0,37.0
27676,E01004195,Sutton 006E,76.0,27.0
27677,E01004115,Sutton 009A,91.0,25.0
27678,E01004194,Sutton 008E,89.0,33.0
27679,E01004112,Sutton 016C,85.0,22.0
27680,E01004193,Sutton 006D,86.0,33.0
27681,E01004192,Sutton 006C,78.0,31.0
27682,E01004110,Sutton 016A,84.0,15.0
27683,E01004191,Sutton 008D,84.0,24.0
27684,E01004111,Sutton 016B,85.0,16.0
27685,E01004190,Sutton 008C,82.0,29.0
27686,E01002118,Harrow 002E,62.0,32.0
27687,E01002199,Harrow 012C,59.0,30.0
27688,E01002119,Harrow 007A,66.0,37.0
27689,E01002198,Harrow 010C,58.0,29.0
27690,E01004118,Sutton 009B,87.0,19.0
27691,E01004199,Tower Hamlets 002C,66.0,16.0
27692,E01004119,Sutton 009C,90.0,28.0
27693,E01004198,Tower Hamlets 002B,63.0,16.0
27694,E01002076,Haringey 015B,59.0,23.0
27695,E01002077,Haringey 012B,55.0,22.0
27696,E01002074,Haringey 012A,61.0,29.0
27697,E01002075,Haringey 015A,63.0,29.0
27698,E01002072,Haringey 025D,45.0,14.0
27699,E01004076,Sutton 011A,88.0,30.0
27700,E01002070,Haringey 024C,50.0,21.0
27701,E01004077,Sutton 011B,79.0,23.0
27702,E01002071,Haringey 025C,50.0,17.0
27703,E01004074,Southwark 031D,77.0,17.0
27704,E01004075,Southwark 031E,86.0,30.0
27705,E01004072,Southwark 030E,83.0,32.0
27706,E01004073,Southwark 031C,81.0,23.0
27707,E01004070,Southwark 031B,81.0,23.0
27708,E01004071,Southwark 030D,77.0,28.0
27709,E01002078,Haringey 015C,53.0,16.0
27710,E01002079,Haringey 012C,58.0,23.0
27711,E01004078,Sutton 011C,81.0,26.0
27712,E01004079,Sutton 011D,85.0,29.0
27713,E01000016,Barking and Dagenham 009B,79.0,31.0
27714,E01000097,Barking and Dagenham 023C,61.0,24.0
27715,E01000017,Barking and Dagenham 009C,78.0,31.0
27716,E01000096,Barking and Dagenham 022D,82.0,28.0
27717,E01000095,Barking and Dagenham 018E,82.0,33.0
27718,E01000015,Barking and Dagenham 009A,78.0,38.0
27719,E01000094,Barking and Dagenham 022C,85.0,28.0
27720,E01000012,Barking and Dagenham 015D,78.0,7.0
27721,E01000093,Barking and Dagenham 022B,88.0,24.0
27722,E01000013,Barking and Dagenham 013A,70.0,34.0
27723,E01000010,Barking and Dagenham 015C,80.0,7.0
27724,E01000091,Barking and Dagenham 022A,85.0,24.0
27725,E01000011,Barking and Dagenham 016C,77.0,9.0
27726,E01000090,Barking and Dagenham 020E,83.0,41.0
27727,E01000018,Barking and Dagenham 009D,79.0,34.0
27728,E01000099,Barking and Dagenham 023E,66.0,27.0
27729,E01000019,Barking and Dagenham 023A,70.0,33.0
27730,E01000098,Barking and Dagenham 023D,66.0,28.0
27731,E01000376,Bexley 019C,109.0,34.0
27732,E01000377,Bexley 019D,106.0,30.0
27733,E01000374,Bexley 019A,108.0,36.0
27734,E01000375,Bexley 019B,99.0,25.0
27735,E01000372,Bexley 010C,112.0,29.0
27736,E01000373,Bexley 008A,110.0,35.0
27737,E01000370,Bexley 014D,98.0,20.0
27738,E01000371,Bexley 014E,105.0,27.0
27739,E01000378,Bexley 019E,103.0,21.0
27740,E01000379,Bexley 019F,98.0,30.0
27741,E01002326,Havering 005D,75.0,26.0
27742,E01002327,Havering 009A,72.0,24.0
27743,E01002324,Havering 021E,74.0,29.0
27744,E01002325,Havering 011C,76.0,26.0
27745,E01002322,Havering 021C,72.0,27.0
27746,E01004326,Tower Hamlets 017D,65.0,18.0
27747,E01002320,Havering 021A,70.0,26.0
27748,E01004327,Waltham Forest 028A,63.0,32.0
27749,E01002321,Havering 021B,71.0,25.0
27750,E01004324,Tower Hamlets 017C,69.0,19.0
27751,E01004325,Tower Hamlets 021D,67.0,14.0
27752,E01004322,Tower Hamlets 017A,67.0,15.0
27753,E01004323,Tower Hamlets 017B,67.0,17.0
27754,E01004321,Tower Hamlets 021C,68.0,18.0
27755,E01002328,Havering 009B,70.0,22.0
27756,E01004328,Waltham Forest 028B,65.0,32.0
27757,E01004329,Waltham Forest 028C,67.0,34.0
27758,E01000226,Barnet 018D,63.0,46.0
27759,E01000227,Barnet 018E,64.0,48.0
27760,E01000224,Barnet 040D,40.0,40.0
27761,E01000225,Barnet 037F,30.0,30.0
27762,E01000222,Barnet 040C,39.0,39.0
27763,E01000223,Barnet 039C,43.0,43.0
27764,E01000220,Barnet 037E,40.0,40.0
27765,E01000221,Barnet 039B,43.0,43.0
27766,E01000228,Barnet 007A,64.0,52.0
27767,E01002216,Harrow 028C,46.0,28.0
27768,E01002297,Havering 004D,58.0,32.0
27769,E01000229,Barnet 013B,69.0,52.0
27770,E01002217,Harrow 028D,41.0,24.0
27771,E01002296,Havering 007C,58.0,33.0
27772,E01002214,Harrow 031A,45.0,32.0
27773,E01002295,Havering 010C,58.0,32.0
27774,E01002215,Harrow 031B,45.0,26.0
27775,E01002294,Havering 007B,52.0,26.0
27776,E01002212,Harrow 028B,45.0,24.0
27777,E01002293,Havering 007A,59.0,32.0
27778,E01002213,Harrow 027D,40.0,21.0
27779,E01004216,Tower Hamlets 030B,78.0,39.0
27780,E01004297,Tower Hamlets 027C,66.0,20.0
27781,E01002210,Harrow 032D,42.0,26.0
27782,E01002291,Havering 023B,65.0,35.0
27783,E01004217,Tower Hamlets 030C,75.0,35.0
27784,E01004296,Tower Hamlets 026D,65.0,19.0
27785,E01002211,Harrow 028A,43.0,25.0
27786,E01002290,Havering 025E,66.0,37.0
27787,E01004214,Tower Hamlets 030A,74.0,36.0
27788,E01004295,Tower Hamlets 026C,66.0,18.0
27789,E01004215,Tower Hamlets 028A,71.0,32.0
27790,E01004294,Tower Hamlets 026B,67.0,14.0
27791,E01004212,Tower Hamlets 011D,61.0,17.0
27792,E01004293,Tower Hamlets 027B,70.0,16.0
27793,E01004292,Tower Hamlets 026A,70.0,21.0
27794,E01004291,Tower Hamlets 027A,65.0,18.0
27795,E01004211,Tower Hamlets 013D,64.0,19.0
27796,E01004290,Tower Hamlets 016D,63.0,18.0
27797,E01002218,Harrow 030A,43.0,23.0
27798,E01002299,Havering 002E,52.0,26.0
27799,E01002219,Harrow 030B,39.0,19.0
27800,E01002298,Havering 007D,54.0,27.0
27801,E01004218,Tower Hamlets 030D,77.0,38.0
27802,E01004219,Tower Hamlets 028B,68.0,30.0
27803,E01004298,Tower Hamlets 022A,62.0,17.0
27804,E01032576,Harrow 032E,45.0,29.0
27805,E01032577,Hillingdon 033E,41.0,31.0
27806,E01032574,Enfield 037E,55.0,31.0
27807,E01032575,Haringey 037D,56.0,26.0
27808,E01032572,Ealing 040D,68.0,27.0
27809,E01032573,Hounslow 029E,69.0,26.0
27810,E01032570,Bromley 042D,110.0,52.0
27811,E01032579,Lewisham 039E,73.0,30.0
27812,E01002576,Hounslow 008A,78.0,32.0
27813,E01002577,Hounslow 007C,75.0,32.0
27814,E01002574,Hounslow 001D,63.0,16.0
27815,E01002575,Hounslow 001E,67.0,19.0
27816,E01002572,Hounslow 007B,84.0,28.0
27817,E01002573,Hounslow 001C,66.0,21.0
27818,E01002570,Hounslow 001B,68.0,21.0
27819,E01004577,Wandsworth 003C,66.0,29.0
27820,E01002571,Hounslow 007A,81.0,32.0
27821,E01004574,Wandsworth 013B,81.0,37.0
27822,E01004575,Wandsworth 013C,74.0,27.0
27823,E01004572,Wandsworth 016A,78.0,35.0
27824,E01004573,Wandsworth 023D,77.0,30.0
27825,E01004570,Wandsworth 023B,80.0,38.0
27826,E01004571,Wandsworth 023C,78.0,35.0
27827,E01002578,Hounslow 007D,77.0,31.0
27828,E01002579,Hounslow 008B,84.0,32.0
27829,E01004579,Wandsworth 004B,63.0,26.0
27830,E01000516,Brent 002C,58.0,39.0
27831,E01000517,Brent 003B,56.0,27.0
27832,E01000596,Brent 021A,60.0,26.0
27833,E01000514,Brent 002B,59.0,36.0
27834,E01000595,Brent 027A,65.0,24.0
27835,E01000515,Brent 003A,58.0,30.0
27836,E01000594,Brent 001F,55.0,26.0
27837,E01000512,Brent 018D,54.0,25.0
27838,E01000593,Brent 001E,64.0,35.0
27839,E01000513,Brent 002A,55.0,37.0
27840,E01000592,Brent 001D,63.0,40.0
27841,E01000510,Brent 014C,52.0,28.0
27842,E01000591,Brent 003F,54.0,25.0
27843,E01000511,Brent 014D,54.0,26.0
27844,E01000590,Brent 001C,63.0,34.0
27845,E01000518,Brent 005A,61.0,36.0
27846,E01000599,Brent 027D,62.0,20.0
27847,E01000519,Brent 005B,62.0,35.0
27848,E01001937,Hammersmith and Fulham 025C,67.0,17.0
27849,E01001934,Hammersmith and Fulham 025B,71.0,23.0
27850,E01001935,Hammersmith and Fulham 023A,70.0,21.0
27851,E01001932,Hammersmith and Fulham 011C,64.0,14.0
27852,E01001933,Hammersmith and Fulham 011D,68.0,18.0
27853,E01001930,Hammersmith and Fulham 008D,66.0,21.0
27854,E01001931,Hammersmith and Fulham 011B,66.0,17.0
27855,E01001938,Hammersmith and Fulham 025D,65.0,14.0
27856,E01001939,Hammersmith and Fulham 023C,66.0,22.0
27857,E01000476,Brent 026C,55.0,20.0
27858,E01000477,Brent 026D,61.0,23.0
27859,E01000474,Brent 026B,55.0,15.0
27860,E01000475,Brent 029C,53.0,22.0
27861,E01000472,Brent 029A,54.0,22.0
27862,E01000473,Brent 029B,51.0,14.0
27863,E01000470,Bexley 002F,100.0,29.0
27864,E01000471,Brent 026A,58.0,26.0
27865,E01000478,Brent 029D,52.0,20.0
27866,E01002426,Hillingdon 021F,37.0,37.0
27867,E01000479,Brent 009A,56.0,27.0
27868,E01002427,Hillingdon 018E,34.0,34.0
27869,E01002424,Hillingdon 018C,40.0,39.0
27870,E01002425,Hillingdon 018D,43.0,43.0
27871,E01002422,Hillingdon 018A,41.0,41.0
27872,E01002423,Hillingdon 018B,31.0,31.0
27873,E01004426,Waltham Forest 022D,64.0,22.0
27874,E01002420,Hillingdon 008C,36.0,27.0
27875,E01004427,Waltham Forest 022E,69.0,21.0
27876,E01002421,Hillingdon 008D,38.0,28.0
27877,E01004424,Waltham Forest 022B,63.0,19.0
27878,E01004425,Waltham Forest 022C,64.0,21.0
27879,E01004422,Waltham Forest 022A,71.0,22.0
27880,E01004423,Waltham Forest 020D,61.0,17.0
27881,E01004420,Waltham Forest 020C,60.0,14.0
27882,E01004421,Waltham Forest 018B,64.0,19.0
27883,E01002428,Hillingdon 018F,47.0,47.0
27884,E01002429,Hillingdon 019C,38.0,38.0
27885,E01004428,Waltham Forest 026B,65.0,25.0
27886,E01004429,Waltham Forest 026C,63.0,23.0
27887,E01032790,Hammersmith and Fulham 023F,67.0,21.0
27888,E01032719,Southwark 014G,59.0,22.0
27889,E01003846,Richmond upon Thames 002A,74.0,19.0
27890,E01003847,Richmond upon Thames 002B,73.0,18.0
27891,E01003844,Richmond upon Thames 013E,79.0,27.0
27892,E01003845,Richmond upon Thames 013F,90.0,34.0
27893,E01003842,Richmond upon Thames 013C,88.0,34.0
27894,E01003843,Richmond upon Thames 013D,83.0,27.0
27895,E01003840,Richmond upon Thames 013A,79.0,22.0
27896,E01003841,Richmond upon Thames 013B,83.0,26.0
27897,E01003848,Richmond upon Thames 004A,76.0,17.0
27898,E01003849,Richmond upon Thames 002C,78.0,21.0
27899,E01000726,Bromley 029B,86.0,45.0
27900,E01000727,Bromley 028A,83.0,43.0
27901,E01000724,Bromley 019D,83.0,41.0
27902,E01000725,Bromley 023B,81.0,41.0
27903,E01000722,Bromley 023A,75.0,34.0
27904,E01000723,Bromley 029A,92.0,51.0
27905,E01000720,Bromley 019B,86.0,44.0
27906,E01000721,Bromley 019C,83.0,41.0
27907,E01000728,Bromley 019E,88.0,46.0
27908,E01000729,Bromley 014A,82.0,42.0
27909,E01002716,Islington 014A,54.0,16.0
27910,E01002797,Islington 018B,50.0,13.0
27911,E01002717,Islington 016A,52.0,12.0
27912,E01002796,Islington 013E,45.0,9.0
27913,E01002714,Islington 017D,49.0,13.0
27914,E01002795,Islington 013D,42.0,9.0
27915,E01002715,Islington 019E,46.0,14.0
27916,E01002794,Islington 020B,53.0,10.0
27917,E01002712,Islington 015B,45.0,13.0
27918,E01002793,Islington 016F,51.0,9.0
27919,E01002713,Islington 015C,43.0,14.0
27920,E01002792,Islington 017E,50.0,7.0
27921,E01004716,Westminster 011C,50.0,25.0
27922,E01002710,Islington 019D,48.0,20.0
27923,E01002791,Islington 016E,46.0,4.0
27924,E01004717,Westminster 011D,48.0,24.0
27925,E01002711,Islington 021B,46.0,16.0
27926,E01002790,Islington 016D,48.0,0.0
27927,E01004714,Westminster 011B,52.0,22.0
27928,E01004715,Westminster 013A,49.0,20.0
27929,E01004712,Westminster 008C,45.0,22.0
27930,E01004713,Westminster 011A,51.0,23.0
27931,E01004710,Westminster 002D,46.0,29.0
27932,E01004711,Westminster 002E,43.0,26.0
27933,E01002718,Islington 014B,57.0,19.0
27934,E01002799,Islington 018D,53.0,14.0
27935,E01002719,Islington 016B,50.0,10.0
27936,E01002798,Islington 018C,55.0,18.0
27937,E01004718,Westminster 004A,54.0,30.0
27938,E01004719,Westminster 004B,54.0,30.0
27939,E01002676,Hounslow 012E,70.0,19.0
27940,E01002677,Hounslow 015E,75.0,14.0
27941,E01002674,Hounslow 012D,78.0,23.0
27942,E01002675,Hounslow 009A,80.0,22.0
27943,E01002673,Hounslow 020E,83.0,25.0
27944,E01004676,Westminster 006A,50.0,33.0
27945,E01002670,Hounslow 020B,81.0,25.0
27946,E01004677,Westminster 005C,52.0,28.0
27947,E01002671,Hounslow 020C,84.0,24.0
27948,E01004674,Westminster 005A,52.0,31.0
27949,E01004675,Westminster 005B,50.0,32.0
27950,E01004670,Westminster 009A,46.0,27.0
27951,E01002678,Hounslow 009B,83.0,33.0
27952,E01002679,Hounslow 009C,78.0,26.0
27953,E01004678,Westminster 005D,51.0,30.0
27954,E01004679,Westminster 005E,52.0,28.0
27955,E01000616,Brent 020A,56.0,8.0
27956,E01000697,Bromley 007F,80.0,33.0
27957,E01000617,Brent 017C,60.0,16.0
27958,E01000696,Bromley 007E,88.0,33.0
27959,E01000695,Bromley 007D,94.0,42.0
27960,E01000615,Brent 017B,56.0,21.0
27961,E01000694,Bromley 007C,86.0,33.0
27962,E01000612,Brent 019B,50.0,14.0
27963,E01000693,Bromley 010A,95.0,39.0
27964,E01000613,Brent 013E,58.0,17.0
27965,E01000692,Bromley 002D,93.0,39.0
27966,E01000610,Brent 019A,57.0,14.0
27967,E01000691,Bromley 002C,97.0,42.0
27968,E01000611,Brent 016D,49.0,16.0
27969,E01000690,Bromley 002B,95.0,41.0
27970,E01000618,Brent 017D,61.0,18.0
27971,E01000699,Bromley 015A,75.0,36.0
27972,E01000619,Brent 017E,61.0,22.0
27973,E01000698,Bromley 010B,79.0,39.0
27974,E01033135,Wandsworth 010G,66.0,14.0
27975,E01033133,Wandsworth 004G,62.0,22.0
27976,E01001146,Croydon 006A,80.0,39.0
27977,E01001147,Croydon 005A,83.0,38.0
27978,E01001144,Croydon 007E,69.0,31.0
27979,E01001142,Croydon 007D,73.0,33.0
27980,E01001143,Croydon 008B,72.0,33.0
27981,E01001140,Croydon 007C,77.0,36.0
27982,E01001141,Croydon 008A,74.0,36.0
27983,E01001148,Croydon 005B,83.0,41.0
27984,E01001149,Croydon 006B,81.0,39.0
27985,E01003136,Lambeth 022A,78.0,17.0
27986,E01003134,Lambeth 027D,82.0,23.0
27987,E01003135,Lambeth 026C,78.0,21.0
27988,E01003132,Lambeth 024A,84.0,21.0
27989,E01003133,Lambeth 027C,85.0,22.0
27990,E01003130,Lambeth 026A,78.0,17.0
27991,E01003131,Lambeth 026B,77.0,21.0
27992,E01003139,Lambeth 035A,81.0,33.0
27993,E01001036,Croydon 029A,67.0,26.0
27994,E01001037,Croydon 029B,64.0,14.0
27995,E01001034,Croydon 031B,68.0,27.0
27996,E01001035,Croydon 027A,63.0,20.0
27997,E01001032,Croydon 035A,76.0,30.0
27998,E01001033,Croydon 031A,70.0,21.0
27999,E01001030,Croydon 038C,75.0,36.0
28000,E01001031,Croydon 038D,72.0,41.0
28001,E01001038,Croydon 029C,67.0,24.0
28002,E01001039,Croydon 029D,73.0,22.0
28003,E01033341,Lewisham 012G,78.0,19.0
28004,E01003346,Lewisham 026A,90.0,24.0
28005,E01003347,Lewisham 030A,92.0,22.0
28006,E01003344,Lewisham 010D,73.0,33.0
28007,E01003345,Lewisham 010E,70.0,30.0
28008,E01003342,Lewisham 010C,69.0,30.0
28009,E01003343,Lewisham 006E,65.0,26.0
28010,E01003340,Lewisham 006C,70.0,30.0
28011,E01003341,Lewisham 006D,69.0,30.0
28012,E01003348,Lewisham 030B,96.0,19.0
28013,E01003349,Lewisham 026B,83.0,29.0
28014,E01001246,Ealing 015D,63.0,21.0
28015,E01001247,Ealing 015E,60.0,25.0
28016,E01001244,Ealing 024E,68.0,27.0
28017,E01001245,Ealing 024F,65.0,24.0
28018,E01001242,Ealing 024C,68.0,29.0
28019,E01001243,Ealing 024D,66.0,27.0
28020,E01001240,Ealing 024A,59.0,23.0
28021,E01001241,Ealing 024B,64.0,28.0
28022,E01001248,Ealing 035A,60.0,27.0
28023,E01003236,Lewisham 037A,79.0,28.0
28024,E01001249,Ealing 028A,57.0,16.0
28025,E01003237,Lewisham 037B,85.0,27.0
28026,E01003235,Lewisham 038A,93.0,22.0
28027,E01003232,Lewisham 015C,69.0,22.0
28028,E01003233,Lewisham 015D,72.0,18.0
28029,E01003230,Lewisham 019E,71.0,15.0
28030,E01003231,Lewisham 015B,73.0,24.0
28031,E01003238,Lewisham 037C,85.0,26.0
28032,E01003239,Lewisham 037D,92.0,26.0
28033,E01001536,Enfield 008B,61.0,14.0
28034,E01001537,Enfield 005E,75.0,25.0
28035,E01001534,Enfield 032E,38.0,14.0
28036,E01001535,Enfield 028E,39.0,19.0
28037,E01001532,Enfield 028C,48.0,27.0
28038,E01001533,Enfield 028D,45.0,21.0
28039,E01001530,Enfield 032D,38.0,17.0
28040,E01001538,Enfield 009A,76.0,23.0
28041,E01001539,Enfield 009B,71.0,19.0
28042,E01000966,Camden 016D,55.0,31.0
28043,E01000967,Camden 017D,59.0,23.0
28044,E01000964,Camden 016B,51.0,26.0
28045,E01000965,Camden 016C,52.0,30.0
28046,E01000962,Camden 016A,52.0,27.0
28047,E01000963,Camden 017C,53.0,21.0
28048,E01000960,Camden 017A,49.0,23.0
28049,E01000961,Camden 017B,53.0,22.0
28050,E01000968,Camden 016E,49.0,26.0
28051,E01000969,Camden 010A,46.0,28.0
28052,E01002956,Kingston upon Thames 002D,74.0,25.0
28053,E01002957,Kingston upon Thames 003E,68.0,20.0
28054,E01002954,Kingston upon Thames 003D,63.0,17.0
28055,E01002955,Kingston upon Thames 002C,74.0,25.0
28056,E01002952,Kingston upon Thames 002A,72.0,25.0
28057,E01002953,Kingston upon Thames 002B,70.0,29.0
28058,E01002950,Kingston upon Thames 020E,70.0,40.0
28059,E01002951,Kingston upon Thames 003C,70.0,21.0
28060,E01002958,Kingston upon Thames 008C,66.0,27.0
28061,E01002959,Kingston upon Thames 002E,72.0,27.0
28062,E01003446,Merton 016C,57.0,21.0
28063,E01003447,Merton 016D,64.0,28.0
28064,E01003444,Merton 010C,63.0,27.0
28065,E01003445,Merton 010D,64.0,27.0
28066,E01003442,Merton 010A,67.0,25.0
28067,E01003443,Merton 010B,59.0,23.0
28068,E01003440,Merton 022D,67.0,27.0
28069,E01003441,Merton 022E,67.0,26.0
28070,E01003448,Merton 023D,79.0,24.0
28071,E01003449,Merton 024B,78.0,27.0
