,geo_code,geo_label,supermarket_15,supermarket_30,supermarket_45,supermarket_60,supermarket_75,supermarket_90,supermarket_105,supermarket_120,supermarket_pct_15,supermarket_pct_30,supermarket_pct_45,supermarket_pct_60,supermarket_pct_75,supermarket_pct_90,supermarket_pct_105,supermarket_pct_120,nearest_supermarket
27310,E01001767,Hackney 010D,0,27,99,209,390,633,820,992,0.0,0.4168,1.5282,3.2263,6.0204,9.7715,12.6582,15.3134,16.0
27311,E01001764,Hackney 010A,0,33,113,236,410,640,851,1008,0.0,0.5094,1.7444,3.6431,6.3291,9.8796,13.1368,15.5604,16.0
27312,E01001765,Hackney 010B,0,26,97,199,376,596,814,979,0.0,0.4014,1.4974,3.0719,5.8043,9.2004,12.5656,15.1127,17.0
27313,E01001762,Hackney 017D,4,21,106,248,434,659,868,1058,0.0617,0.3242,1.6363,3.8283,6.6996,10.1729,13.3992,16.3322,11.0
27314,E01001763,Hackney 020C,4,19,98,243,422,653,857,1050,0.0617,0.2933,1.5128,3.7512,6.5144,10.0803,13.2294,16.2087,11.0
27315,E01001760,Hackney 017C,5,36,135,286,495,717,900,1088,0.0772,0.5557,2.084,4.4149,7.6412,11.0682,13.8932,16.7953,8.0
27316,E01001761,Hackney 016F,4,35,121,260,460,690,897,1076,0.0617,0.5403,1.8679,4.0136,7.101,10.6514,13.8469,16.6101,6.0
27317,E01001768,Hackney 006D,0,24,90,186,363,573,803,973,0.0,0.3705,1.3893,2.8713,5.6036,8.8453,12.3958,15.0201,18.0
27318,E01001769,Hackney 006E,2,33,105,220,401,624,847,1004,0.0309,0.5094,1.6209,3.3961,6.1902,9.6326,13.075,15.4986,14.0
27319,E01003756,Redbridge 023C,2,13,43,124,231,411,635,833,0.0309,0.2007,0.6638,1.9142,3.5659,6.3446,9.8024,12.8589,13.0
27320,E01000207,Barnet 033C,1,4,25,79,162,293,472,690,0.0154,0.0617,0.3859,1.2195,2.5008,4.523,7.2862,10.6514,0.0
27321,E01000286,Barnet 007E,0,5,12,51,146,225,339,490,0.0,0.0772,0.1852,0.7873,2.2538,3.4733,5.2331,7.5641,17.0
27322,E01000204,Barnet 025C,1,5,25,72,159,269,428,620,0.0154,0.0772,0.3859,1.1115,2.4545,4.1525,6.607,9.5709,11.0
27323,E01000285,Barnet 004A,0,3,7,41,138,216,328,502,0.0,0.0463,0.1081,0.6329,2.1303,3.3344,5.0633,7.7493,16.0
27324,E01000205,Barnet 035A,1,7,35,90,186,317,498,677,0.0154,0.1081,0.5403,1.3893,2.8713,4.8935,7.6876,10.4508,12.0
27325,E01000284,Barnet 012D,1,10,38,115,196,313,484,693,0.0154,0.1544,0.5866,1.7752,3.0256,4.8317,7.4714,10.6977,12.0
27326,E01000202,Barnet 028D,0,11,31,97,193,342,531,709,0.0,0.1698,0.4785,1.4974,2.9793,5.2794,8.197,10.9447,16.0
27327,E01000283,Barnet 012C,0,4,19,78,166,259,430,606,0.0,0.0617,0.2933,1.2041,2.5625,3.9981,6.6379,9.3547,24.0
27328,E01000203,Barnet 028E,0,9,36,103,196,340,515,698,0.0,0.1389,0.5557,1.59,3.0256,5.2485,7.95,10.7749,21.0
27329,E01000282,Barnet 008E,0,11,35,134,224,351,552,745,0.0,0.1698,0.5403,2.0685,3.4579,5.4183,8.5211,11.5005,19.0
27330,E01000200,Barnet 028B,2,12,34,92,177,313,497,674,0.0309,0.1852,0.5249,1.4202,2.7323,4.8317,7.6721,10.4044,13.0
27331,E01000281,Barnet 008D,0,9,35,124,220,346,551,742,0.0,0.1389,0.5403,1.9142,3.3961,5.3412,8.5057,11.4542,23.0
27332,E01000201,Barnet 028C,0,13,34,102,196,345,540,723,0.0,0.2007,0.5249,1.5746,3.0256,5.3257,8.3359,11.1609,16.0
27333,E01000280,Barnet 007D,0,8,29,121,207,327,509,703,0.0,0.1235,0.4477,1.8679,3.1954,5.0479,7.8574,10.8521,26.0
27334,E01000208,Barnet 033D,1,9,41,102,188,341,520,717,0.0154,0.1389,0.6329,1.5746,2.9021,5.264,8.0272,11.0682,15.0
27335,E01000289,Barnet 004D,1,4,11,57,156,248,391,571,0.0154,0.0617,0.1698,0.8799,2.4082,3.8283,6.0358,8.8144,15.0
27336,E01000209,Barnet 035B,1,9,29,101,215,363,563,751,0.0154,0.1389,0.4477,1.5591,3.3189,5.6036,8.691,11.5931,12.0
27337,E01000288,Barnet 004C,0,4,19,91,184,287,454,640,0.0,0.0617,0.2933,1.4048,2.8404,4.4304,7.0083,9.8796,16.0
27338,E01000566,Brent 008C,0,9,39,129,247,406,640,887,0.0,0.1389,0.602,1.9914,3.8129,6.2674,9.8796,13.6925,23.0
27339,E01000567,Brent 016A,0,7,40,118,209,344,551,753,0.0,0.1081,0.6175,1.8215,3.2263,5.3103,8.5057,11.624,27.0
27340,E01000565,Brent 013B,0,10,59,150,272,408,645,887,0.0,0.1544,0.9108,2.3155,4.1988,6.2982,9.9568,13.6925,20.0
27341,E01000562,Brent 008A,0,9,39,123,222,367,591,809,0.0,0.1389,0.602,1.8987,3.427,5.6653,9.1232,12.4884,24.0
27342,E01000563,Brent 008B,0,9,38,126,243,374,607,848,0.0,0.1389,0.5866,1.945,3.7512,5.7734,9.3702,13.0905,23.0
27343,E01000560,Brent 023D,3,26,99,268,476,720,931,1160,0.0463,0.4014,1.5282,4.1371,7.3479,11.1145,14.3717,17.9068,9.0
27344,E01000561,Brent 023E,5,39,141,313,539,783,1003,1241,0.0772,0.602,2.1766,4.8317,8.3205,12.0871,15.4832,19.1571,13.0
27345,E01000568,Brent 008D,2,24,97,233,379,605,861,1090,0.0309,0.3705,1.4974,3.5968,5.8506,9.3393,13.2911,16.8262,11.0
27346,E01002556,Hounslow 022B,0,6,19,53,121,253,472,627,0.0,0.0926,0.2933,0.8182,1.8679,3.9055,7.2862,9.6789,19.0
27347,E01000569,Brent 008E,0,9,49,149,291,448,709,944,0.0,0.1389,0.7564,2.3001,4.4921,6.9157,10.9447,14.5724,20.0
27348,E01002557,Hounslow 023A,0,9,23,62,122,244,427,579,0.0,0.1389,0.355,0.9571,1.8833,3.7666,6.5915,8.9379,22.0
27349,E01002554,Hillingdon 022F,2,8,25,89,184,336,499,744,0.0309,0.1235,0.3859,1.3739,2.8404,5.1868,7.703,11.485,0.0
27350,E01002555,Hounslow 022A,0,7,25,68,126,267,457,653,0.0,0.1081,0.3859,1.0497,1.945,4.1216,7.0546,10.0803,24.0
27351,E01002552,Hillingdon 025D,2,4,17,69,149,279,426,638,0.0309,0.0617,0.2624,1.0651,2.3001,4.3069,6.5761,9.8487,10.0
27352,E01002553,Hillingdon 025E,2,4,17,66,142,250,392,559,0.0309,0.0617,0.2624,1.0188,2.192,3.8592,6.0513,8.6292,13.0
27353,E01004556,Wandsworth 009B,2,17,73,267,469,679,856,1057,0.0309,0.2624,1.1269,4.1216,7.2399,10.4816,13.214,16.3168,8.0
27354,E01002550,Hillingdon 022E,2,3,17,53,128,240,392,560,0.0309,0.0463,0.2624,0.8182,1.9759,3.7048,6.0513,8.6446,15.0
27355,E01004557,Wandsworth 015B,2,14,68,252,463,667,849,1041,0.0309,0.2161,1.0497,3.8901,7.1473,10.2964,13.1059,16.0698,13.0
27356,E01002551,Hillingdon 025C,0,4,14,45,120,203,344,447,0.0,0.0617,0.2161,0.6947,1.8524,3.1337,5.3103,6.9003,20.0
27357,E01004554,Wandsworth 009A,2,18,81,289,487,692,874,1078,0.0309,0.2779,1.2504,4.4613,7.5178,10.6823,13.4918,16.6409,5.0
27358,E01004555,Wandsworth 017E,3,12,55,208,423,601,812,1001,0.0463,0.1852,0.849,3.2109,6.5298,9.2776,12.5347,15.4523,11.0
27359,E01004552,Wandsworth 008C,2,28,144,361,540,762,955,1148,0.0309,0.4322,2.2229,5.5727,8.3359,11.7629,14.7422,17.7215,5.0
27360,E01004553,Wandsworth 015A,2,26,127,335,519,741,931,1128,0.0309,0.4014,1.9605,5.1713,8.0117,11.4387,14.3717,17.4128,10.0
27361,E01004550,Wandsworth 017D,3,11,59,183,382,536,762,950,0.0463,0.1698,0.9108,2.8249,5.8969,8.2742,11.7629,14.665,5.0
27362,E01004551,Wandsworth 012E,2,51,230,440,630,825,1030,1227,0.0309,0.7873,3.5505,6.7922,9.7252,12.7354,15.9,18.941,9.0
27363,E01002558,Hounslow 023B,0,7,18,58,121,235,453,603,0.0,0.1081,0.2779,0.8953,1.8679,3.6277,6.9929,9.3084,20.0
27364,E01002559,Hounslow 023C,0,7,18,53,102,215,409,564,0.0,0.1081,0.2779,0.8182,1.5746,3.3189,6.3137,8.7064,22.0
27365,E01004558,Wandsworth 015C,2,11,60,228,437,629,822,1019,0.0309,0.1698,0.9262,3.5196,6.7459,9.7098,12.6891,15.7302,12.0
27366,E01004559,Wandsworth 015D,1,11,55,213,428,605,810,993,0.0154,0.1698,0.849,3.2881,6.607,9.3393,12.5039,15.3288,14.0
27367,E01003976,Southwark 003A,4,30,124,344,615,817,1029,1242,0.0617,0.4631,1.9142,5.3103,9.4937,12.6119,15.8845,19.1726,6.0
27368,E01003977,Southwark 010A,5,33,149,372,630,836,1038,1235,0.0772,0.5094,2.3001,5.7425,9.7252,12.9052,16.0235,19.0645,10.0
27369,E01003974,Southwark 015E,3,22,68,217,434,682,901,1114,0.0463,0.3396,1.0497,3.3498,6.6996,10.5279,13.9086,17.1967,8.0
27370,E01003975,Southwark 004A,3,30,129,353,617,830,1034,1244,0.0463,0.4631,1.9914,5.4492,9.5245,12.8126,15.9617,19.2035,8.0
27371,E01003972,Southwark 016D,5,21,70,229,455,700,935,1132,0.0772,0.3242,1.0806,3.535,7.0238,10.8058,14.4335,17.4745,9.0
27372,E01003973,Southwark 016E,6,26,77,255,485,719,953,1158,0.0926,0.4014,1.1886,3.9364,7.4869,11.0991,14.7113,17.8759,9.0
27373,E01003970,Southwark 016C,3,20,68,210,422,656,874,1102,0.0463,0.3087,1.0497,3.2417,6.5144,10.1266,13.4918,17.0114,11.0
27374,E01003971,Southwark 015D,3,23,72,224,439,689,904,1112,0.0463,0.355,1.1115,3.4579,6.7768,10.636,13.9549,17.1658,5.0
27375,E01003978,Southwark 004B,6,29,118,332,597,809,1016,1214,0.0926,0.4477,1.8215,5.125,9.2158,12.4884,15.6839,18.7404,12.0
27376,E01003979,Southwark 006E,5,29,108,327,582,787,1025,1213,0.0772,0.4477,1.6672,5.0479,8.9843,12.1488,15.8228,18.7249,7.0
27377,E01001916,Hammersmith and Fulham 024B,4,25,104,290,479,686,894,1116,0.0617,0.3859,1.6054,4.4767,7.3943,10.5897,13.8006,17.2275,10.0
27378,E01001997,Haringey 014D,2,23,62,141,258,441,644,852,0.0309,0.355,0.9571,2.1766,3.9827,6.8077,9.9413,13.1522,8.0
27379,E01001917,Hammersmith and Fulham 018C,0,15,58,171,375,573,792,988,0.0,0.2316,0.8953,2.6397,5.7888,8.8453,12.226,15.2516,18.0
27380,E01001996,Haringey 014C,2,15,49,112,223,362,576,792,0.0309,0.2316,0.7564,1.7289,3.4424,5.5881,8.8916,12.226,11.0
27381,E01001914,Hammersmith and Fulham 014D,4,34,118,326,550,763,960,1203,0.0617,0.5249,1.8215,5.0324,8.4903,11.7783,14.8194,18.5705,11.0
27382,E01001995,Haringey 017D,1,4,32,91,167,287,469,670,0.0154,0.0617,0.494,1.4048,2.578,4.4304,7.2399,10.3427,13.0
27383,E01001915,Hammersmith and Fulham 024A,3,16,60,192,385,561,761,972,0.0463,0.247,0.9262,2.9639,5.9432,8.6601,11.7475,15.0046,13.0
27384,E01001994,Haringey 030A,1,14,52,130,246,421,613,820,0.0154,0.2161,0.8027,2.0068,3.7975,6.4989,9.4628,12.6582,15.0
27385,E01001912,Hammersmith and Fulham 015E,2,19,95,287,518,720,940,1169,0.0309,0.2933,1.4665,4.4304,7.9963,11.1145,14.5107,18.0457,6.0
27386,E01001993,Haringey 017C,1,10,42,106,193,338,537,738,0.0154,0.1544,0.6483,1.6363,2.9793,5.2177,8.2896,11.3924,8.0
27387,E01001913,Hammersmith and Fulham 014C,1,16,74,231,453,666,877,1099,0.0154,0.247,1.1423,3.5659,6.9929,10.281,13.5381,16.9651,11.0
27388,E01001992,Haringey 017B,1,11,41,107,188,338,527,722,0.0154,0.1698,0.6329,1.6517,2.9021,5.2177,8.1352,11.1454,13.0
27389,E01001910,Hammersmith and Fulham 014B,6,33,124,332,545,758,951,1191,0.0926,0.5094,1.9142,5.125,8.4131,11.7011,14.6805,18.3853,14.0
27390,E01001991,Haringey 017A,1,14,50,120,232,396,594,806,0.0154,0.2161,0.7718,1.8524,3.5814,6.113,9.1695,12.4421,6.0
27391,E01001911,Hammersmith and Fulham 015D,3,25,100,300,520,726,948,1175,0.0463,0.3859,1.5437,4.6311,8.0272,11.2072,14.6341,18.1383,7.0
27392,E01001990,Haringey 034C,3,26,78,177,350,570,805,995,0.0463,0.4014,1.2041,2.7323,5.4029,8.799,12.4267,15.3597,0.0
27393,E01001918,Hammersmith and Fulham 018D,1,18,55,186,377,562,769,975,0.0154,0.2779,0.849,2.8713,5.8197,8.6755,11.8709,15.0509,15.0
27394,E01001999,Haringey 023B,6,36,96,209,418,642,881,1048,0.0926,0.5557,1.4819,3.2263,6.4526,9.9105,13.5999,16.1778,11.0
27395,E01001919,Hammersmith and Fulham 018E,0,10,44,146,348,523,728,935,0.0,0.1544,0.6792,2.2538,5.372,8.0735,11.238,14.4335,17.0
27396,E01001998,Haringey 023A,5,38,115,244,455,687,901,1115,0.0772,0.5866,1.7752,3.7666,7.0238,10.6051,13.9086,17.2121,6.0
27397,E01000456,Bexley 013E,1,8,35,63,149,279,478,673,0.0154,0.1235,0.5403,0.9725,2.3001,4.3069,7.3788,10.389,13.0
27398,E01000457,Bexley 026D,1,7,42,103,222,411,625,831,0.0154,0.1081,0.6483,1.59,3.427,6.3446,9.648,12.828,0.0
27399,E01000454,Bexley 013C,0,8,34,62,150,281,489,670,0.0,0.1235,0.5249,0.9571,2.3155,4.3378,7.5486,10.3427,19.0
27400,E01000535,Brent 031F,1,17,88,235,415,650,873,1114,0.0154,0.2624,1.3584,3.6277,6.4063,10.034,13.4764,17.1967,14.0
27401,E01000532,Brent 033C,1,19,95,268,445,687,939,1163,0.0154,0.2933,1.4665,4.1371,6.8694,10.6051,14.4952,17.9531,13.0
27402,E01000533,Brent 031E,1,8,61,177,341,558,775,992,0.0154,0.1235,0.9416,2.7323,5.264,8.6138,11.9636,15.3134,11.0
27403,E01000530,Brent 033A,0,13,74,206,369,610,842,1074,0.0,0.2007,1.1423,3.18,5.6962,9.4165,12.9978,16.5792,19.0
27404,E01000531,Brent 033B,0,15,83,231,395,649,886,1117,0.0,0.2316,1.2813,3.5659,6.0976,10.0185,13.6771,17.243,16.0
27405,E01000538,Brent 004B,1,11,51,129,294,461,714,931,0.0154,0.1698,0.7873,1.9914,4.5384,7.1164,11.0219,14.3717,12.0
27406,E01000539,Brent 004C,1,18,70,183,351,542,782,1004,0.0154,0.2779,1.0806,2.8249,5.4183,8.3668,12.0716,15.4986,14.0
27407,E01001956,Hammersmith and Fulham 003B,1,14,64,171,352,574,816,1014,0.0154,0.2161,0.988,2.6397,5.4338,8.8608,12.5965,15.653,9.0
27408,E01001957,Hammersmith and Fulham 002B,0,21,90,264,463,705,934,1168,0.0,0.3242,1.3893,4.0753,7.1473,10.883,14.418,18.0303,16.0
27409,E01001954,Hammersmith and Fulham 003A,2,18,76,212,384,619,861,1090,0.0309,0.2779,1.1732,3.2726,5.9278,9.5554,13.2911,16.8262,11.0
27410,E01001955,Hammersmith and Fulham 002A,0,14,67,198,381,607,852,1069,0.0,0.2161,1.0343,3.0565,5.8814,9.3702,13.1522,16.502,17.0
27411,E01001952,Hammersmith and Fulham 024D,4,20,85,260,451,647,862,1076,0.0617,0.3087,1.3121,4.0136,6.962,9.9877,13.3066,16.6101,5.0
27412,E01001953,Hammersmith and Fulham 021F,4,21,83,270,469,683,896,1116,0.0617,0.3242,1.2813,4.168,7.2399,10.5434,13.8314,17.2275,8.0
27413,E01001950,Hammersmith and Fulham 021D,4,20,83,271,464,678,883,1107,0.0617,0.3087,1.2813,4.1834,7.1627,10.4662,13.6308,17.0886,5.0
27414,E01001951,Hammersmith and Fulham 021E,2,15,74,250,447,651,856,1080,0.0309,0.2316,1.1423,3.8592,6.9003,10.0494,13.214,16.6718,0.0
27415,E01001958,Hammersmith and Fulham 002C,0,21,85,255,439,686,914,1139,0.0,0.3242,1.3121,3.9364,6.7768,10.5897,14.1093,17.5826,17.0
27416,E01001959,Hammersmith and Fulham 003C,1,18,75,181,350,569,801,1003,0.0154,0.2779,1.1578,2.7941,5.4029,8.7836,12.3649,15.4832,12.0
27417,E01003987,Southwark 011B,1,32,142,334,568,752,947,1118,0.0154,0.494,2.192,5.1559,8.7681,11.6085,14.6187,17.2584,11.0
27418,E01003906,Richmond upon Thames 010B,1,8,35,92,232,441,618,782,0.0154,0.1235,0.5403,1.4202,3.5814,6.8077,9.54,12.0716,8.0
27419,E01003986,Southwark 011A,2,27,111,304,542,752,957,1115,0.0309,0.4168,1.7135,4.6928,8.3668,11.6085,14.7731,17.2121,14.0
27420,E01003907,Richmond upon Thames 010C,1,3,27,73,195,389,568,730,0.0154,0.0463,0.4168,1.1269,3.0102,6.0049,8.7681,11.2689,14.0
27421,E01003904,Richmond upon Thames 015G,1,9,29,85,226,420,597,766,0.0154,0.1389,0.4477,1.3121,3.4887,6.4835,9.2158,11.8246,15.0
27422,E01003984,Southwark 023A,6,44,152,340,560,728,880,1067,0.0926,0.6792,2.3464,5.2485,8.6446,11.238,13.5844,16.4711,0.0
27423,E01003905,Richmond upon Thames 010A,1,9,32,88,223,429,606,766,0.0154,0.1389,0.494,1.3584,3.4424,6.6224,9.3547,11.8246,9.0
27424,E01003983,Southwark 018A,5,31,100,277,482,670,856,1043,0.0772,0.4785,1.5437,4.276,7.4406,10.3427,13.214,16.1006,10.0
27425,E01003902,Richmond upon Thames 015E,0,7,26,64,176,329,510,669,0.0,0.1081,0.4014,0.988,2.7169,5.0787,7.8728,10.3273,21.0
27426,E01003903,Richmond upon Thames 015F,0,8,22,57,145,314,499,657,0.0,0.1235,0.3396,0.8799,2.2383,4.8472,7.703,10.142,16.0
27427,E01003981,Southwark 006F,5,44,221,455,688,910,1125,1346,0.0772,0.6792,3.4115,7.0238,10.6206,14.0475,17.3665,20.778,11.0
27428,E01003900,Richmond upon Thames 015C,1,8,27,76,202,358,539,700,0.0154,0.1235,0.4168,1.1732,3.1182,5.5264,8.3205,10.8058,15.0
27429,E01003980,Southwark 013A,4,20,85,271,500,735,964,1153,0.0617,0.3087,1.3121,4.1834,7.7184,11.3461,14.8811,17.7987,9.0
27430,E01003901,Richmond upon Thames 015D,0,5,23,66,194,387,565,732,0.0,0.0772,0.355,1.0188,2.9948,5.9741,8.7218,11.2998,16.0
27431,E01003989,Southwark 018C,6,28,103,278,489,685,877,1071,0.0926,0.4322,1.59,4.2914,7.5486,10.5743,13.5381,16.5329,11.0
27432,E01003908,Richmond upon Thames 010D,0,2,26,63,166,354,539,703,0.0,0.0309,0.4014,0.9725,2.5625,5.4646,8.3205,10.8521,16.0
27433,E01003988,Southwark 018B,6,41,134,334,527,713,864,1055,0.0926,0.6329,2.0685,5.1559,8.1352,11.0065,13.3374,16.2859,6.0
27434,E01003909,Richmond upon Thames 010E,1,8,38,125,294,488,679,842,0.0154,0.1235,0.5866,1.9296,4.5384,7.5332,10.4816,12.9978,0.0
27435,E01002446,Hillingdon 031B,0,3,12,42,105,181,316,458,0.0,0.0463,0.1852,0.6483,1.6209,2.7941,4.878,7.0701,28.0
27436,E01002447,Hillingdon 031C,0,3,22,64,125,219,393,547,0.0,0.0463,0.3396,0.988,1.9296,3.3807,6.0667,8.444,20.0
27437,E01002444,Hillingdon 031A,0,0,12,42,113,186,321,463,0.0,0.0,0.1852,0.6483,1.7444,2.8713,4.9552,7.1473,31.0
27438,E01002445,Hillingdon 029A,0,2,16,50,124,215,368,505,0.0,0.0309,0.247,0.7718,1.9142,3.3189,5.6808,7.7956,24.0
27439,E01002442,Hillingdon 003E,0,0,4,21,60,160,272,374,0.0,0.0,0.0617,0.3242,0.9262,2.4699,4.1988,5.7734,32.0
27440,E01002443,Hillingdon 032A,0,6,23,65,125,223,383,546,0.0,0.0926,0.355,1.0034,1.9296,3.4424,5.9123,8.4285,16.0
27441,E01004446,Waltham Forest 017E,4,19,103,199,399,654,895,1037,0.0617,0.2933,1.59,3.0719,6.1593,10.0957,13.816,16.008,7.0
27442,E01002440,Hillingdon 003C,0,0,1,13,53,135,250,339,0.0,0.0,0.0154,0.2007,0.8182,2.084,3.8592,5.2331,44.0
27443,E01004447,Waltham Forest 016F,2,17,102,205,399,669,905,1059,0.0309,0.2624,1.5746,3.1646,6.1593,10.3273,13.9704,16.3476,6.0
27444,E01002441,Hillingdon 003D,0,0,3,20,56,152,250,353,0.0,0.0,0.0463,0.3087,0.8645,2.3464,3.8592,5.4492,34.0
27445,E01004444,Waltham Forest 017D,7,26,107,223,419,683,913,1065,0.1081,0.4014,1.6517,3.4424,6.468,10.5434,14.0939,16.4403,9.0
27446,E01004445,Waltham Forest 018C,2,16,98,203,399,665,901,1048,0.0309,0.247,1.5128,3.1337,6.1593,10.2655,13.9086,16.1778,11.0
27447,E01004442,Waltham Forest 021E,1,12,88,225,410,663,886,1091,0.0154,0.1852,1.3584,3.4733,6.3291,10.2346,13.6771,16.8416,6.0
27448,E01004443,Waltham Forest 016E,5,44,131,288,511,769,970,1176,0.0772,0.6792,2.0222,4.4458,7.8882,11.8709,14.9738,18.1538,13.0
27449,E01004440,Waltham Forest 024D,1,33,139,281,483,744,949,1133,0.0154,0.5094,2.1457,4.3378,7.456,11.485,14.6496,17.49,14.0
27450,E01004441,Waltham Forest 024E,1,20,100,246,453,711,915,1114,0.0154,0.3087,1.5437,3.7975,6.9929,10.9756,14.1247,17.1967,12.0
27451,E01002448,Hillingdon 032B,2,10,36,97,171,279,465,620,0.0309,0.1544,0.5557,1.4974,2.6397,4.3069,7.1781,9.5709,0.0
27452,E01002449,Hillingdon 032C,1,3,26,77,145,233,415,565,0.0154,0.0463,0.4014,1.1886,2.2383,3.5968,6.4063,8.7218,9.0
27453,E01004448,Waltham Forest 018D,2,13,77,179,358,589,828,994,0.0309,0.2007,1.1886,2.7632,5.5264,9.0923,12.7817,15.3442,0.0
27454,E01004449,Waltham Forest 018E,3,11,75,174,354,594,829,1001,0.0463,0.1698,1.1578,2.686,5.4646,9.1695,12.7972,15.4523,8.0
27455,E01032739,City of London 001F,4,59,252,510,761,982,1199,1445,0.0617,0.9108,3.8901,7.8728,11.7475,15.159,18.5088,22.3063,0.0
27456,E01003866,Richmond upon Thames 007A,3,8,42,135,310,514,688,863,0.0463,0.1235,0.6483,2.084,4.7854,7.9345,10.6206,13.322,9.0
27457,E01003867,Richmond upon Thames 011A,3,10,41,156,347,540,722,893,0.0463,0.1544,0.6329,2.4082,5.3566,8.3359,11.1454,13.7851,12.0
27458,E01003864,Richmond upon Thames 002F,1,12,62,178,373,559,753,930,0.0154,0.1852,0.9571,2.7478,5.7579,8.6292,11.624,14.3563,13.0
27459,E01003865,Richmond upon Thames 004F,1,5,39,133,316,514,701,882,0.0154,0.0772,0.602,2.0531,4.878,7.9345,10.8212,13.6153,10.0
27460,E01003862,Richmond upon Thames 004D,1,4,26,107,258,466,630,823,0.0154,0.0617,0.4014,1.6517,3.9827,7.1936,9.7252,12.7045,0.0
27461,E01003863,Richmond upon Thames 004E,2,10,60,185,384,559,761,937,0.0309,0.1544,0.9262,2.8558,5.9278,8.6292,11.7475,14.4643,14.0
27462,E01003860,Richmond upon Thames 002E,1,15,76,217,437,603,813,975,0.0154,0.2316,1.1732,3.3498,6.7459,9.3084,12.5502,15.0509,11.0
27463,E01003861,Richmond upon Thames 004C,1,13,75,208,424,594,805,974,0.0154,0.2007,1.1578,3.2109,6.5452,9.1695,12.4267,15.0355,11.0
27464,E01003868,Richmond upon Thames 007B,3,11,48,149,331,537,709,886,0.0463,0.1698,0.741,2.3001,5.1096,8.2896,10.9447,13.6771,12.0
27465,E01003869,Richmond upon Thames 011B,3,10,41,149,343,539,722,893,0.0463,0.1544,0.6329,2.3001,5.2948,8.3205,11.1454,13.7851,9.0
27466,E01001806,Hackney 008D,0,23,88,189,380,616,854,1023,0.0,0.355,1.3584,2.9176,5.866,9.5091,13.1831,15.7919,16.0
27467,E01001887,Hammersmith and Fulham 016B,1,16,75,234,435,648,860,1080,0.0154,0.247,1.1578,3.6122,6.715,10.0031,13.2757,16.6718,14.0
27468,E01001807,Hackney 003D,2,39,113,226,426,662,904,1070,0.0309,0.602,1.7444,3.4887,6.5761,10.2192,13.9549,16.5174,10.0
27469,E01001886,Hammersmith and Fulham 016A,1,16,66,220,430,643,856,1064,0.0154,0.247,1.0188,3.3961,6.6379,9.9259,13.214,16.4248,14.0
27470,E01001804,Hackney 003C,0,28,95,207,402,656,887,1079,0.0,0.4322,1.4665,3.1954,6.2056,10.1266,13.6925,16.6564,17.0
27471,E01001885,Hammersmith and Fulham 015A,3,17,71,243,463,672,893,1103,0.0463,0.2624,1.096,3.7512,7.1473,10.3736,13.7851,17.0269,4.0
27472,E01001805,Hackney 009B,3,42,113,237,428,640,862,1034,0.0463,0.6483,1.7444,3.6585,6.607,9.8796,13.3066,15.9617,8.0
27473,E01001884,Hammersmith and Fulham 017E,2,19,86,279,506,716,939,1158,0.0309,0.2933,1.3276,4.3069,7.8111,11.0528,14.4952,17.8759,0.0
27474,E01001802,Hackney 003B,2,27,96,206,400,631,862,1046,0.0309,0.4168,1.4819,3.18,6.1747,9.7407,13.3066,16.147,14.0
27475,E01001883,Hammersmith and Fulham 017D,2,20,105,324,540,751,971,1197,0.0309,0.3087,1.6209,5.0015,8.3359,11.5931,14.9892,18.4779,3.0
27476,E01001803,Hackney 008C,0,37,109,235,457,695,911,1135,0.0,0.5712,1.6826,3.6277,7.0546,10.7286,14.063,17.5208,18.0
27477,E01001882,Hammersmith and Fulham 017C,4,16,65,223,427,625,854,1049,0.0617,0.247,1.0034,3.4424,6.5915,9.648,13.1831,16.1933,9.0
27478,E01001800,Hackney 004C,3,34,108,221,408,641,881,1037,0.0463,0.5249,1.6672,3.4115,6.2982,9.895,13.5999,16.008,0.0
27479,E01001881,Hammersmith and Fulham 017B,3,15,71,243,454,663,882,1091,0.0463,0.2316,1.096,3.7512,7.0083,10.2346,13.6153,16.8416,5.0
27480,E01001801,Hackney 008B,0,35,105,228,423,669,890,1094,0.0,0.5403,1.6209,3.5196,6.5298,10.3273,13.7388,16.8879,16.0
27481,E01001880,Hammersmith and Fulham 017A,3,16,71,250,467,673,894,1103,0.0463,0.247,1.096,3.8592,7.209,10.389,13.8006,17.0269,0.0
27482,E01001808,Hackney 001A,4,41,118,249,455,692,936,1109,0.0617,0.6329,1.8215,3.8438,7.0238,10.6823,14.4489,17.1195,0.0
27483,E01001889,Hammersmith and Fulham 014A,0,30,104,305,509,737,927,1167,0.0,0.4631,1.6054,4.7082,7.8574,11.377,14.31,18.0148,16.0
27484,E01001809,Hackney 001B,3,44,115,238,440,680,916,1083,0.0463,0.6792,1.7752,3.674,6.7922,10.4971,14.1402,16.7181,3.0
27485,E01001888,Hammersmith and Fulham 018A,0,16,72,205,409,616,833,1035,0.0,0.247,1.1115,3.1646,6.3137,9.5091,12.8589,15.9772,16.0
27486,E01000746,Bromley 005E,1,17,78,192,343,544,720,882,0.0154,0.2624,1.2041,2.9639,5.2948,8.3977,11.1145,13.6153,10.0
27487,E01000747,Bromley 042B,0,0,15,37,86,167,334,452,0.0,0.0,0.2316,0.5712,1.3276,2.578,5.1559,6.9775,34.0
